Example,Label
'3221',<=50K
'3222',<=50K
'3223',<=50K
'3224',<=50K
'3225',<=50K
'3226',<=50K
'3227',>50K
'3228',<=50K
'3229',<=50K
'3230',<=50K
'3231',<=50K
'3232',<=50K
'3233',<=50K
'3234',<=50K
'3235',<=50K
'3236',<=50K
'3237',<=50K
'3238',<=50K
'3239',<=50K
'3240',<=50K
'3241',<=50K
'3242',<=50K
'3243',<=50K
'3244',<=50K
'3245',<=50K
'3246',<=50K
'3247',<=50K
'3248',<=50K
'3249',<=50K
'3250',<=50K
'3251',<=50K
'3252',<=50K
'3253',<=50K
'3254',<=50K
'3255',<=50K
'3256',<=50K
'3257',<=50K
'3258',<=50K
'3259',<=50K
'3260',<=50K
'3261',<=50K
'3262',<=50K
'3263',<=50K
'3264',<=50K
'3265',<=50K
'3266',<=50K
'3267',<=50K
'3268',<=50K
'3269',<=50K
'3270',<=50K
'3271',<=50K
'3272',<=50K
'3273',<=50K
'3274',<=50K
'3275',<=50K
'3276',<=50K
'3277',<=50K
'3278',<=50K
'3279',<=50K
'3280',<=50K
'3281',<=50K
'3282',<=50K
'3283',<=50K
'3284',<=50K
'3285',<=50K
'3286',<=50K
'3287',<=50K
'3288',<=50K
'3289',<=50K
'3290',<=50K
'3291',<=50K
'3292',<=50K
'3293',<=50K
'3294',<=50K
'3295',<=50K
'3296',<=50K
'3297',<=50K
'3298',<=50K
'3299',<=50K
'3300',<=50K
'3301',<=50K
'3302',<=50K
'3303',<=50K
'3304',<=50K
'3305',<=50K
'3306',<=50K
'3307',<=50K
'3308',<=50K
'3309',<=50K
'3310',<=50K
'3311',<=50K
'3312',<=50K
'3313',<=50K
'3314',<=50K
'3315',<=50K
'3316',<=50K
'3317',<=50K
'3318',<=50K
'3319',<=50K
'3320',<=50K
'3321',<=50K
'3322',<=50K
'3323',<=50K
'3324',<=50K
'3325',<=50K
'3326',<=50K
'3327',<=50K
'3328',<=50K
'3329',<=50K
'3330',<=50K
'3331',<=50K
'3332',<=50K
'3333',<=50K
'3334',<=50K
'3335',<=50K
'3336',<=50K
'3337',<=50K
'3338',<=50K
'3339',<=50K
'3340',<=50K
'3341',<=50K
'3342',<=50K
'3343',<=50K
'3344',<=50K
'3345',<=50K
'3346',<=50K
'3347',>50K
'3348',<=50K
'3349',<=50K
'3350',<=50K
'3351',<=50K
'3352',<=50K
'3353',<=50K
'3354',<=50K
'3355',<=50K
'3356',<=50K
'3357',<=50K
'3358',<=50K
'3359',<=50K
'3360',<=50K
'3361',<=50K
'3362',<=50K
'3363',<=50K
'3364',<=50K
'3365',<=50K
'3366',<=50K
'3367',<=50K
'3368',<=50K
'3369',<=50K
'3370',<=50K
'3371',<=50K
'3372',<=50K
'3373',<=50K
'3374',<=50K
'3375',<=50K
'3376',<=50K
'3377',<=50K
'3378',<=50K
'3379',<=50K
'3380',<=50K
'3381',<=50K
'3382',<=50K
'3383',<=50K
'3384',<=50K
'3385',<=50K
'3386',<=50K
'3387',<=50K
'3388',<=50K
'3389',<=50K
'3390',<=50K
'3391',<=50K
'3392',<=50K
'3393',<=50K
'3394',<=50K
'3395',<=50K
'3396',<=50K
'3397',<=50K
'3398',<=50K
'3399',<=50K
'3400',<=50K
'3401',<=50K
'3402',<=50K
'3403',<=50K
'3404',<=50K
'3405',<=50K
'3406',<=50K
'3407',<=50K
'3408',<=50K
'3409',<=50K
'3410',<=50K
'3411',<=50K
'3412',<=50K
'3413',<=50K
'3414',<=50K
'3415',<=50K
'3416',<=50K
'3417',<=50K
'3418',<=50K
'3419',<=50K
'3420',<=50K
'3421',<=50K
'3422',<=50K
'3423',<=50K
'3424',<=50K
'3425',<=50K
'3426',<=50K
'3427',<=50K
'3428',<=50K
'3429',<=50K
'3430',<=50K
'3431',<=50K
'3432',<=50K
'3433',<=50K
'3434',<=50K
'3435',<=50K
'3436',<=50K
'3437',<=50K
'3438',<=50K
'3439',<=50K
'3440',<=50K
'3441',<=50K
'3442',<=50K
'3443',<=50K
'3444',<=50K
'3445',<=50K
'3446',<=50K
'3447',<=50K
'3448',<=50K
'3449',<=50K
'3450',<=50K
'3451',<=50K
'3452',<=50K
'3453',<=50K
'3454',<=50K
'3455',<=50K
'3456',<=50K
'3457',<=50K
'3458',<=50K
'3459',<=50K
'3460',<=50K
'3461',<=50K
'3462',<=50K
'3463',<=50K
'3464',<=50K
'3465',<=50K
'3466',<=50K
'3467',<=50K
'3468',<=50K
'3469',<=50K
'3470',<=50K
'3471',<=50K
'3472',<=50K
'3473',<=50K
'3474',<=50K
'3475',<=50K
'3476',<=50K
'3477',<=50K
'3478',<=50K
'3479',<=50K
'3480',<=50K
'3481',<=50K
'3482',<=50K
'3483',<=50K
'3484',<=50K
'3485',<=50K
'3486',<=50K
'3487',<=50K
'3488',<=50K
'3489',<=50K
'3490',<=50K
'3491',<=50K
'3492',<=50K
'3493',<=50K
'3494',<=50K
'3495',<=50K
'3496',<=50K
'3497',<=50K
'3498',<=50K
'3499',<=50K
'3500',<=50K
'3501',<=50K
'3502',<=50K
'3503',<=50K
'3504',<=50K
'3505',<=50K
'3506',<=50K
'3507',<=50K
'3508',<=50K
'3509',<=50K
'3510',<=50K
'3511',<=50K
'3512',<=50K
'3513',<=50K
'3514',<=50K
'3515',<=50K
'3516',<=50K
'3517',<=50K
'3518',<=50K
'3519',<=50K
'3520',<=50K
'3521',<=50K
'3522',<=50K
'3523',<=50K
'3524',<=50K
'3525',<=50K
'3526',<=50K
'3527',<=50K
'3528',<=50K
'3529',<=50K
'3530',<=50K
'3531',<=50K
'3532',<=50K
'3533',<=50K
'3534',<=50K
'3535',<=50K
'3536',<=50K
'3537',<=50K
'3538',<=50K
'3539',<=50K
'3540',<=50K
'3541',<=50K
'3542',<=50K
'3543',<=50K
'3544',<=50K
'3545',<=50K
'3546',<=50K
'3547',<=50K
'3548',<=50K
'3549',<=50K
'3550',<=50K
'3551',<=50K
'3552',<=50K
'3553',<=50K
'3554',<=50K
'3555',<=50K
'3556',<=50K
'3557',<=50K
'3558',<=50K
'3559',<=50K
'3560',<=50K
'3561',<=50K
'3562',<=50K
'3563',<=50K
'3564',<=50K
'3565',<=50K
'3566',<=50K
'3567',<=50K
'3568',<=50K
'3569',<=50K
'3570',<=50K
'3571',<=50K
'3572',<=50K
'3573',<=50K
'3574',<=50K
'3575',<=50K
'3576',<=50K
'3577',<=50K
'3578',<=50K
'3579',<=50K
'3580',<=50K
'3581',<=50K
'3582',<=50K
'3583',<=50K
'3584',<=50K
'3585',<=50K
'3586',<=50K
'3587',<=50K
'3588',<=50K
'3589',<=50K
'3590',<=50K
'3591',<=50K
'3592',<=50K
'3593',<=50K
'3594',<=50K
'3595',<=50K
'3596',<=50K
'3597',<=50K
'3598',<=50K
'3599',<=50K
'3600',<=50K
'3601',<=50K
'3602',<=50K
'3603',<=50K
'3604',<=50K
'3605',<=50K
'3606',<=50K
'3607',<=50K
'3608',<=50K
'3609',<=50K
'3610',<=50K
'3611',<=50K
'3612',<=50K
'3613',<=50K
'3614',<=50K
'3615',<=50K
'3616',<=50K
'3617',<=50K
'3618',<=50K
'3619',<=50K
'3620',<=50K
'3621',<=50K
'3622',<=50K
'3623',<=50K
'3624',<=50K
'3625',<=50K
'3626',<=50K
'3627',<=50K
'3628',<=50K
'3629',<=50K
'3630',<=50K
'3631',<=50K
'3632',<=50K
'3633',<=50K
'3634',<=50K
'3635',<=50K
'3636',<=50K
'3637',<=50K
'3638',<=50K
'3639',<=50K
'3640',<=50K
'3641',<=50K
'3642',<=50K
'3643',<=50K
'3644',<=50K
'3645',<=50K
'3646',<=50K
'3647',<=50K
'3648',<=50K
'3649',<=50K
'3650',<=50K
'3651',<=50K
'3652',<=50K
'3653',<=50K
'3654',<=50K
'3655',<=50K
'3656',<=50K
'3657',<=50K
'3658',<=50K
'3659',<=50K
'3660',<=50K
'3661',<=50K
'3662',<=50K
'3663',<=50K
'3664',<=50K
'3665',<=50K
'3666',<=50K
'3667',<=50K
'3668',<=50K
'3669',<=50K
'3670',<=50K
'3671',<=50K
'3672',<=50K
'3673',<=50K
'3674',<=50K
'3675',<=50K
'3676',<=50K
'3677',<=50K
'3678',<=50K
'3679',<=50K
'3680',<=50K
'3681',<=50K
'3682',<=50K
'3683',<=50K
'3684',<=50K
'3685',<=50K
'3686',<=50K
'3687',<=50K
'3688',<=50K
'3689',<=50K
'3690',<=50K
'3691',<=50K
'3692',<=50K
'3693',<=50K
'3694',<=50K
'3695',<=50K
'3696',<=50K
'3697',<=50K
'3698',<=50K
'3699',<=50K
'3700',<=50K
'3701',<=50K
'3702',<=50K
'3703',<=50K
'3704',<=50K
'3705',<=50K
'3706',<=50K
'3707',<=50K
'3708',<=50K
'3709',<=50K
'3710',<=50K
'3711',<=50K
'3712',<=50K
'3713',<=50K
'3714',<=50K
'3715',<=50K
'3716',<=50K
'3717',<=50K
'3718',<=50K
'3719',<=50K
'3720',<=50K
'3721',<=50K
'3722',<=50K
'3723',<=50K
'3724',<=50K
'3725',<=50K
'3726',<=50K
'3727',<=50K
'3728',<=50K
'3729',<=50K
'3730',<=50K
'3731',<=50K
'3732',<=50K
'3733',<=50K
'3734',<=50K
'3735',<=50K
'3736',<=50K
'3737',<=50K
'3738',<=50K
'3739',<=50K
'3740',<=50K
'3741',<=50K
'3742',<=50K
'3743',<=50K
'3744',<=50K
'3745',<=50K
'3746',<=50K
'3747',<=50K
'3748',<=50K
'3749',<=50K
'3750',<=50K
'3751',<=50K
'3752',<=50K
'3753',>50K
'3754',<=50K
'3755',<=50K
'3756',<=50K
'3757',<=50K
'3758',<=50K
'3759',<=50K
'3760',<=50K
'3761',<=50K
'3762',<=50K
'3763',<=50K
'3764',<=50K
'3765',<=50K
'3766',<=50K
'3767',<=50K
'3768',<=50K
'3769',<=50K
'3770',<=50K
'3771',<=50K
'3772',<=50K
'3773',<=50K
'3774',<=50K
'3775',<=50K
'3776',<=50K
'3777',<=50K
'3778',<=50K
'3779',<=50K
'3780',<=50K
'3781',<=50K
'3782',<=50K
'3783',<=50K
'3784',<=50K
'3785',<=50K
'3786',<=50K
'3787',<=50K
'3788',<=50K
'3789',<=50K
'3790',<=50K
'3791',<=50K
'3792',>50K
'3793',<=50K
'3794',<=50K
'3795',<=50K
'3796',<=50K
'3797',<=50K
'3798',<=50K
'3799',<=50K
'3800',<=50K
'3801',<=50K
'3802',<=50K
'3803',<=50K
'3804',<=50K
'3805',<=50K
'3806',<=50K
'3807',<=50K
'3808',<=50K
'3809',<=50K
'3810',<=50K
'3811',<=50K
'3812',<=50K
'3813',<=50K
'3814',<=50K
'3815',<=50K
'3816',<=50K
'3817',<=50K
'3818',<=50K
'3819',<=50K
'3820',<=50K
'3821',<=50K
'3822',<=50K
'3823',<=50K
'3824',<=50K
'3825',<=50K
'3826',<=50K
'3827',<=50K
'3828',<=50K
'3829',<=50K
'3830',<=50K
'3831',<=50K
'3832',<=50K
'3833',<=50K
'3834',<=50K
'3835',<=50K
'3836',<=50K
'3837',<=50K
'3838',<=50K
'3839',<=50K
'3840',<=50K
'3841',<=50K
'3842',<=50K
'3843',<=50K
'3844',<=50K
'3845',<=50K
'3846',<=50K
'3847',<=50K
'3848',<=50K
'3849',<=50K
'3850',<=50K
'3851',<=50K
'3852',<=50K
'3853',<=50K
'3854',<=50K
'3855',<=50K
'3856',<=50K
'3857',<=50K
'3858',<=50K
'3859',<=50K
'3860',<=50K
'3861',<=50K
'3862',<=50K
'3863',<=50K
'3864',<=50K
'3865',<=50K
'3866',<=50K
'3867',<=50K
'3868',<=50K
'3869',<=50K
'3870',<=50K
'3871',<=50K
'3872',<=50K
'3873',<=50K
'3874',<=50K
'3875',<=50K
'3876',<=50K
'3877',<=50K
'3878',<=50K
'3879',<=50K
'3880',<=50K
'3881',<=50K
'3882',<=50K
'3883',<=50K
'3884',<=50K
'3885',<=50K
'3886',<=50K
'3887',<=50K
'3888',<=50K
'3889',<=50K
'3890',<=50K
'3891',<=50K
'3892',<=50K
'3893',<=50K
'3894',<=50K
'3895',<=50K
'3896',<=50K
'3897',<=50K
'3898',<=50K
'3899',<=50K
'3900',<=50K
'3901',<=50K
'3902',<=50K
'3903',<=50K
'3904',<=50K
'3905',<=50K
'3906',<=50K
'3907',<=50K
'3908',<=50K
'3909',<=50K
'3910',<=50K
'3911',<=50K
'3912',<=50K
'3913',<=50K
'3914',<=50K
'3915',<=50K
'3916',<=50K
'3917',<=50K
'3918',<=50K
'3919',<=50K
'3920',<=50K
'3921',<=50K
'3922',<=50K
'3923',<=50K
'3924',<=50K
'3925',<=50K
'3926',<=50K
'3927',<=50K
'3928',<=50K
'3929',<=50K
'3930',<=50K
'3931',<=50K
'3932',<=50K
'3933',<=50K
'3934',<=50K
'3935',<=50K
'3936',<=50K
'3937',<=50K
'3938',<=50K
'3939',<=50K
'3940',<=50K
'3941',<=50K
'3942',<=50K
'3943',<=50K
'3944',<=50K
'3945',<=50K
'3946',<=50K
'3947',<=50K
'3948',<=50K
'3949',<=50K
'3950',<=50K
'3951',<=50K
'3952',<=50K
'3953',<=50K
'3954',<=50K
'3955',<=50K
'3956',<=50K
'3957',<=50K
'3958',<=50K
'3959',<=50K
'3960',<=50K
'3961',<=50K
'3962',<=50K
'3963',<=50K
'3964',<=50K
'3965',<=50K
'3966',<=50K
'3967',<=50K
'3968',<=50K
'3969',<=50K
'3970',<=50K
'3971',<=50K
'3972',<=50K
'3973',<=50K
'3974',<=50K
'3975',<=50K
'3976',<=50K
'3977',<=50K
'3978',<=50K
'3979',<=50K
'3980',<=50K
'3981',<=50K
'3982',<=50K
'3983',<=50K
'3984',<=50K
'3985',<=50K
'3986',<=50K
'3987',<=50K
'3988',<=50K
'3989',<=50K
'3990',>50K
'3991',<=50K
'3992',>50K
'3993',<=50K
'3994',<=50K
'3995',<=50K
'3996',<=50K
'3997',<=50K
'3998',<=50K
'3999',<=50K
'4000',<=50K
'4001',<=50K
'4002',<=50K
'4003',<=50K
'4004',<=50K
'4005',<=50K
'4006',<=50K
'4007',<=50K
'4008',<=50K
'4009',<=50K
'4010',<=50K
'4011',<=50K
'4012',<=50K
'4013',<=50K
'4014',<=50K
'4015',<=50K
'4016',<=50K
'4017',<=50K
'4018',<=50K
'4019',<=50K
'4020',<=50K
'4021',<=50K
'4022',<=50K
'4023',<=50K
'4024',<=50K
'4025',<=50K
'4026',<=50K
'4027',<=50K
'4028',<=50K
'4029',<=50K
'4030',<=50K
'4031',<=50K
'4032',<=50K
'4033',<=50K
'4034',<=50K
'4035',<=50K
'4036',<=50K
'4037',<=50K
'4038',<=50K
'4039',<=50K
'4040',<=50K
'4041',<=50K
'4042',<=50K
'4043',<=50K
'4044',<=50K
'4045',<=50K
'4046',<=50K
'4047',<=50K
'4048',<=50K
'4049',<=50K
'4050',<=50K
'4051',<=50K
'4052',<=50K
'4053',<=50K
'4054',<=50K
'4055',<=50K
'4056',<=50K
'4057',<=50K
'4058',<=50K
'4059',<=50K
'4060',<=50K
'4061',<=50K
'4062',<=50K
'4063',<=50K
'4064',<=50K
'4065',<=50K
'4066',<=50K
'4067',<=50K
'4068',<=50K
'4069',<=50K
'4070',<=50K
'4071',<=50K
'4072',<=50K
'4073',<=50K
'4074',<=50K
'4075',<=50K
'4076',<=50K
'4077',<=50K
'4078',<=50K
'4079',<=50K
'4080',<=50K
'4081',<=50K
'4082',<=50K
'4083',<=50K
'4084',<=50K
'4085',<=50K
'4086',<=50K
'4087',<=50K
'4088',<=50K
'4089',<=50K
'4090',<=50K
'4091',<=50K
'4092',<=50K
'4093',<=50K
'4094',<=50K
'4095',<=50K
'4096',<=50K
'4097',<=50K
'4098',<=50K
'4099',<=50K
'4100',<=50K
'4101',<=50K
'4102',<=50K
'4103',<=50K
'4104',<=50K
'4105',<=50K
'4106',<=50K
'4107',<=50K
'4108',<=50K
'4109',<=50K
'4110',<=50K
'4111',<=50K
'4112',<=50K
'4113',<=50K
'4114',<=50K
'4115',<=50K
'4116',<=50K
'4117',<=50K
'4118',<=50K
'4119',<=50K
'4120',<=50K
'4121',<=50K
'4122',<=50K
'4123',<=50K
'4124',<=50K
'4125',<=50K
'4126',<=50K
'4127',<=50K
'4128',<=50K
'4129',<=50K
'4130',<=50K
'4131',<=50K
'4132',<=50K
'4133',<=50K
'4134',<=50K
'4135',<=50K
'4136',<=50K
'4137',<=50K
'4138',<=50K
'4139',<=50K
'4140',<=50K
'4141',<=50K
'4142',<=50K
'4143',<=50K
'4144',<=50K
'4145',<=50K
'4146',<=50K
'4147',<=50K
'4148',<=50K
'4149',<=50K
'4150',<=50K
'4151',<=50K
'4152',<=50K
'4153',<=50K
'4154',<=50K
'4155',<=50K
'4156',<=50K
'4157',<=50K
'4158',<=50K
'4159',<=50K
'4160',<=50K
'4161',<=50K
'4162',<=50K
'4163',<=50K
'4164',<=50K
'4165',<=50K
'4166',<=50K
'4167',<=50K
'4168',<=50K
'4169',<=50K
'4170',<=50K
'4171',<=50K
'4172',<=50K
'4173',<=50K
'4174',<=50K
'4175',<=50K
'4176',<=50K
'4177',<=50K
'4178',<=50K
'4179',<=50K
'4180',<=50K
'4181',<=50K
'4182',<=50K
'4183',<=50K
'4184',<=50K
'4185',<=50K
'4186',<=50K
'4187',<=50K
'4188',<=50K
'4189',<=50K
'4190',<=50K
'4191',<=50K
'4192',<=50K
'4193',<=50K
'4194',<=50K
'4195',<=50K
'4196',<=50K
'4197',<=50K
'4198',<=50K
'4199',<=50K
'4200',<=50K
'4201',<=50K
'4202',<=50K
'4203',<=50K
'4204',<=50K
'4205',<=50K
'4206',<=50K
'4207',<=50K
'4208',<=50K
'4209',<=50K
'4210',<=50K
'4211',<=50K
'4212',<=50K
'4213',<=50K
'4214',<=50K
'4215',<=50K
'4216',<=50K
'4217',<=50K
'4218',<=50K
'4219',<=50K
'4220',<=50K
'4221',<=50K
'4222',<=50K
'4223',<=50K
'4224',<=50K
'4225',<=50K
'4226',<=50K
'4227',<=50K
'4228',<=50K
'4229',<=50K
'4230',<=50K
'4231',<=50K
'4232',<=50K
'4233',<=50K
'4234',<=50K
'4235',<=50K
'4236',<=50K
'4237',<=50K
'4238',<=50K
'4239',<=50K
'4240',<=50K
'4241',<=50K
'4242',<=50K
'4243',<=50K
'4244',<=50K
'4245',<=50K
'4246',<=50K
'4247',<=50K
'4248',<=50K
'4249',<=50K
'4250',<=50K
'4251',<=50K
'4252',<=50K
'4253',<=50K
'4254',<=50K
'4255',<=50K
'4256',<=50K
'4257',<=50K
'4258',<=50K
'4259',<=50K
'4260',<=50K
'4261',<=50K
'4262',<=50K
'4263',<=50K
'4264',<=50K
'4265',<=50K
'4266',<=50K
'4267',<=50K
'4268',<=50K
'4269',<=50K
'4270',<=50K
'4271',<=50K
'4272',<=50K
'4273',<=50K
'4274',<=50K
'4275',<=50K
'4276',<=50K
'4277',<=50K
'4278',<=50K
'4279',<=50K
'4280',<=50K
'4281',<=50K
'4282',<=50K
'4283',<=50K
'4284',<=50K
'4285',<=50K
'4286',<=50K
'4287',<=50K
'4288',<=50K
'4289',<=50K
'4290',<=50K
'4291',<=50K
'4292',<=50K
'4293',<=50K
'4294',<=50K
'4295',<=50K
'4296',<=50K
'4297',<=50K
'4298',<=50K
'4299',<=50K
'4300',<=50K
'4301',<=50K
'4302',<=50K
'4303',<=50K
'4304',<=50K
'4305',<=50K
'4306',<=50K
'4307',<=50K
'4308',<=50K
'4309',<=50K
'4310',<=50K
'4311',<=50K
'4312',<=50K
'4313',<=50K
'4314',<=50K
'4315',<=50K
'4316',<=50K
'4317',<=50K
'4318',<=50K
'4319',<=50K
'4320',<=50K
'4321',<=50K
'4322',<=50K
'4323',<=50K
'4324',<=50K
'4325',<=50K
'4326',<=50K
'4327',<=50K
'4328',<=50K
'4329',<=50K
'4330',<=50K
'4331',<=50K
'4332',<=50K
'4333',<=50K
'4334',<=50K
'4335',<=50K
'4336',<=50K
'4337',<=50K
'4338',<=50K
'4339',<=50K
'4340',<=50K
'4341',<=50K
'4342',<=50K
'4343',<=50K
'4344',<=50K
'4345',<=50K
'4346',<=50K
'4347',<=50K
'4348',<=50K
'4349',<=50K
'4350',<=50K
'4351',<=50K
'4352',<=50K
'4353',<=50K
'4354',<=50K
'4355',<=50K
'4356',<=50K
'4357',<=50K
'4358',<=50K
'4359',<=50K
'4360',<=50K
'4361',<=50K
'4362',<=50K
'4363',<=50K
'4364',<=50K
'4365',<=50K
'4366',<=50K
'4367',<=50K
'4368',<=50K
'4369',<=50K
'4370',<=50K
'4371',<=50K
'4372',<=50K
'4373',<=50K
'4374',<=50K
'4375',<=50K
'4376',<=50K
'4377',<=50K
'4378',<=50K
'4379',<=50K
'4380',<=50K
'4381',<=50K
'4382',<=50K
'4383',<=50K
'4384',<=50K
'4385',<=50K
'4386',<=50K
'4387',<=50K
'4388',<=50K
'4389',<=50K
'4390',<=50K
'4391',<=50K
'4392',<=50K
'4393',<=50K
'4394',<=50K
'4395',<=50K
'4396',<=50K
'4397',<=50K
'4398',<=50K
'4399',<=50K
'4400',<=50K
'4401',<=50K
'4402',<=50K
'4403',<=50K
'4404',<=50K
'4405',<=50K
'4406',<=50K
'4407',<=50K
'4408',<=50K
'4409',<=50K
'4410',<=50K
'4411',<=50K
'4412',<=50K
'4413',<=50K
'4414',<=50K
'4415',<=50K
'4416',<=50K
'4417',<=50K
'4418',<=50K
'4419',<=50K
'4420',<=50K
'4421',<=50K
'4422',<=50K
'4423',<=50K
'4424',<=50K
'4425',<=50K
'4426',<=50K
'4427',<=50K
'4428',<=50K
'4429',<=50K
'4430',<=50K
'4431',<=50K
'4432',<=50K
'4433',<=50K
'4434',<=50K
'4435',<=50K
'4436',<=50K
'4437',<=50K
'4438',<=50K
'4439',<=50K
'4440',<=50K
'4441',<=50K
'4442',<=50K
'4443',<=50K
'4444',<=50K
'4445',<=50K
'4446',<=50K
'4447',<=50K
'4448',<=50K
'4449',<=50K
'4450',<=50K
'4451',<=50K
'4452',<=50K
'4453',<=50K
'4454',<=50K
'4455',<=50K
'4456',<=50K
'4457',<=50K
'4458',<=50K
'4459',<=50K
'4460',<=50K
'4461',<=50K
'4462',<=50K
'4463',<=50K
'4464',<=50K
'4465',<=50K
'4466',<=50K
'4467',<=50K
'4468',<=50K
'4469',<=50K
'4470',<=50K
'4471',<=50K
'4472',<=50K
'4473',<=50K
'4474',<=50K
'4475',<=50K
'4476',<=50K
'4477',<=50K
'4478',<=50K
'4479',<=50K
'4480',<=50K
'4481',<=50K
'4482',<=50K
'4483',<=50K
'4484',<=50K
'4485',<=50K
'4486',<=50K
'4487',<=50K
'4488',<=50K
'4489',<=50K
'4490',<=50K
'4491',<=50K
'4492',<=50K
'4493',<=50K
'4494',<=50K
'4495',<=50K
'4496',<=50K
'4497',<=50K
'4498',<=50K
'4499',<=50K
'4500',<=50K
'4501',<=50K
'4502',<=50K
'4503',<=50K
'4504',<=50K
'4505',<=50K
'4506',<=50K
'4507',<=50K
'4508',<=50K
'4509',<=50K
'4510',<=50K
'4511',<=50K
'4512',<=50K
'4513',<=50K
'4514',<=50K
'4515',<=50K
'4516',<=50K
'4517',<=50K
'4518',<=50K
'4519',<=50K
'4520',<=50K
'4521',<=50K
'4522',<=50K
'4523',<=50K
'4524',<=50K
'4525',<=50K
'4526',<=50K
'4527',<=50K
'4528',<=50K
'4529',<=50K
'4530',<=50K
'4531',<=50K
'4532',<=50K
'4533',<=50K
'4534',<=50K
'4535',<=50K
'4536',<=50K
'4537',<=50K
'4538',<=50K
'4539',<=50K
'4540',<=50K
'4541',<=50K
'4542',<=50K
'4543',<=50K
'4544',<=50K
'4545',<=50K
'4546',<=50K
'4547',<=50K
'4548',<=50K
'4549',<=50K
'4550',<=50K
'4551',<=50K
'4552',<=50K
'4553',<=50K
'4554',<=50K
'4555',<=50K
'4556',<=50K
'4557',<=50K
'4558',<=50K
'4559',<=50K
'4560',<=50K
'4561',<=50K
'4562',<=50K
'4563',<=50K
'4564',<=50K
'4565',<=50K
'4566',<=50K
'4567',<=50K
'4568',<=50K
'4569',<=50K
'4570',<=50K
'4571',<=50K
'4572',<=50K
'4573',<=50K
'4574',<=50K
'4575',<=50K
'4576',<=50K
'4577',<=50K
'4578',<=50K
'4579',<=50K
'4580',<=50K
'4581',<=50K
'4582',<=50K
'4583',<=50K
'4584',<=50K
'4585',<=50K
'4586',<=50K
'4587',<=50K
'4588',<=50K
'4589',<=50K
'4590',<=50K
'4591',<=50K
'4592',<=50K
'4593',<=50K
'4594',<=50K
'4595',<=50K
'4596',<=50K
'4597',<=50K
'4598',<=50K
'4599',<=50K
'4600',<=50K
'4601',<=50K
'4602',<=50K
'4603',<=50K
'4604',<=50K
'4605',<=50K
'4606',<=50K
'4607',<=50K
'4608',<=50K
'4609',<=50K
'4610',<=50K
'4611',<=50K
'4612',<=50K
'4613',<=50K
'4614',<=50K
'4615',<=50K
'4616',<=50K
'4617',<=50K
'4618',<=50K
'4619',<=50K
'4620',<=50K
'4621',<=50K
'4622',<=50K
'4623',<=50K
'4624',<=50K
'4625',<=50K
'4626',<=50K
'4627',<=50K
'4628',<=50K
'4629',<=50K
'4630',<=50K
'4631',<=50K
'4632',<=50K
'4633',<=50K
'4634',<=50K
'4635',<=50K
'4636',<=50K
'4637',<=50K
'4638',<=50K
'4639',<=50K
'4640',<=50K
'4641',<=50K
'4642',<=50K
'4643',<=50K
'4644',<=50K
'4645',<=50K
'4646',<=50K
'4647',<=50K
'4648',<=50K
'4649',<=50K
'4650',<=50K
'4651',<=50K
'4652',<=50K
'4653',<=50K
'4654',<=50K
'4655',<=50K
'4656',<=50K
'4657',<=50K
'4658',<=50K
'4659',<=50K
'4660',<=50K
'4661',<=50K
'4662',<=50K
'4663',<=50K
'4664',<=50K
'4665',<=50K
'4666',<=50K
'4667',<=50K
'4668',<=50K
'4669',<=50K
'4670',<=50K
'4671',<=50K
'4672',<=50K
'4673',<=50K
'4674',<=50K
'4675',<=50K
'4676',<=50K
'4677',<=50K
'4678',<=50K
'4679',<=50K
'4680',<=50K
'4681',<=50K
'4682',<=50K
'4683',<=50K
'4684',<=50K
'4685',<=50K
'4686',<=50K
'4687',<=50K
'4688',<=50K
'4689',<=50K
'4690',<=50K
'4691',<=50K
'4692',>50K
'4693',<=50K
'4694',<=50K
'4695',<=50K
'4696',<=50K
'4697',<=50K
'4698',<=50K
'4699',<=50K
'4700',<=50K
'4701',<=50K
'4702',<=50K
'4703',<=50K
'4704',<=50K
'4705',<=50K
'4706',<=50K
'4707',<=50K
'4708',<=50K
'4709',<=50K
'4710',<=50K
'4711',<=50K
'4712',<=50K
'4713',<=50K
'4714',<=50K
'4715',<=50K
'4716',<=50K
'4717',<=50K
'4718',<=50K
'4719',<=50K
'4720',<=50K
'4721',<=50K
'4722',<=50K
'4723',<=50K
'4724',<=50K
'4725',<=50K
'4726',<=50K
'4727',<=50K
'4728',<=50K
'4729',<=50K
'4730',<=50K
'4731',<=50K
'4732',<=50K
'4733',<=50K
'4734',<=50K
'4735',<=50K
'4736',<=50K
'4737',<=50K
'4738',<=50K
'4739',<=50K
'4740',<=50K
'4741',<=50K
'4742',<=50K
'4743',<=50K
'4744',<=50K
'4745',<=50K
'4746',<=50K
'4747',<=50K
'4748',<=50K
'4749',<=50K
'4750',<=50K
'4751',<=50K
'4752',<=50K
'4753',<=50K
'4754',<=50K
'4755',<=50K
'4756',<=50K
'4757',<=50K
'4758',<=50K
'4759',<=50K
'4760',<=50K
'4761',<=50K
'4762',<=50K
'4763',<=50K
'4764',<=50K
'4765',<=50K
'4766',<=50K
'4767',<=50K
'4768',<=50K
'4769',<=50K
'4770',<=50K
'4771',<=50K
'4772',<=50K
'4773',<=50K
'4774',<=50K
'4775',<=50K
